stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
5906,,"RIVE DROITE",,  50.901712,   4.408686,,,0,
5908,,"CERES",,  50.895430,   4.402952,,,0,
5910,,"CHEMIN DE FER",,  50.889409,   4.397078,,,0,
5911B,,"PONT ALBERT",,  50.881474,   4.382494,,,0,
5913,,"MONNOYER",,  50.885509,   4.389984,,,0,
5915,,"FOREST CENTRE",,  50.812101,   4.318835,,,0,
5916,,"EGIDE VAN OPHEM",,  50.796220,   4.324184,,,0,
5916F,,"EGIDE VAN OPHEM",,  50.796219,   4.324185,,,0,
5917,,"WAGON",,  50.796832,   4.329461,,,0,
5917F,,"WAGON",,  50.796823,   4.329475,,,0,
5920C,,"CARREFOUR STALLE",,  50.795966,   4.320384,,,0,
5920H,,"CARREFOUR STALLE",,  50.795961,   4.320170,,,0,
5921B,,"CARREFOUR STALLE",,  50.795942,   4.320812,,,0,
5921G,,"CARREFOUR STALLE",,  50.795930,   4.320966,,,0,
5922,,"EGGERGAT",,  50.794272,   4.312968,,,0,
5923,,"EGGERGAT",,  50.795128,   4.315945,,,0,
5952,,"WAGON",,  50.796751,   4.329048,,,0,
5952F,,"WAGON",,  50.796742,   4.329050,,,0,
5953,,"EGIDE VAN OPHEM",,  50.796311,   4.323759,,,0,
5953F,,"EGIDE VAN OPHEM",,  50.796318,   4.323759,,,0,
5958C,,"PONT ALBERT",,  50.882229,   4.384483,,,0,
5959,,"CHEMIN DE FER",,  50.888744,   4.396438,,,0,
5961,,"CERES",,  50.895385,   4.403336,,,0,
5963,,"PATHE",,  50.803391,   4.302218,,,0,
5964,,"PATHE",,  50.803967,   4.302302,,,0,
5965,,"MONNOYER",,  50.885437,   4.390410,,,0,
5967,,"RIVE DROITE",,  50.901505,   4.408885,,,0,
5968,,"AQUIRIS",,  50.903499,   4.412256,,,0,
6004,,"MENNEKENS",,  50.853893,   4.316207,,,0,
6005,,"JOSEPH BAECK",,  50.851744,   4.316905,,,0,
6008,,"ACACIAS",,  50.834295,   4.393381,,,0,
6009,,"ACACIAS",,  50.834115,   4.393126,,,0,
6012G,,"LEFRANCQ",,  50.861275,   4.367545,,,0,
6014,,"GILLON",,  50.855792,   4.367006,,,0,
6017,,"HOUWAERT",,  50.852987,   4.373581,,,0,
6018,,"STEURS",,  50.852825,   4.378168,,,0,
6019,,"FUSS",,  50.853948,   4.380753,,,0,
6020,,"CLAYS",,  50.853921,   4.383280,,,0,
6021,,"CHASSEURS ARDEN.",,  50.849255,   4.389456,,,0,
6022B,,"WAPPERS",,  50.845020,   4.395104,,,0,
6023,,"JAMBLINNE DE MEUX",,  50.846809,   4.393402,,,0,
6024,,"CHEVALERIE",,  50.842637,   4.395658,,,0,
6053,,"CHEVALERIE",,  50.842763,   4.395899,,,0,
6054B,,"WAPPERS",,  50.844840,   4.395358,,,0,
6055,,"JAMBLINNE DE MEUX",,  50.847060,   4.393260,,,0,
6056,,"CHASSEURS ARDEN.",,  50.849111,   4.389839,,,0,
6058,,"CLAYS",,  50.853903,   4.383962,,,0,
6059,,"FUSS",,  50.853517,   4.380696,,,0,
6060,,"STEURS",,  50.852933,   4.377799,,,0,
6061,,"BOSSUET",,  50.853850,   4.373155,,,0,
6062,,"RUE TRAVERSIERE",,  50.854551,   4.368894,,,0,
6066G,,"LEFRANCQ",,  50.861500,   4.367559,,,0,
6068,,"BARA",,  50.838807,   4.337050,,,0,
6070,,"JOSEPH BAECK",,  50.852014,   4.316947,,,0,
6071,,"MENNEKENS",,  50.855826,   4.316659,,,0,
6077F,,"LOMBARDIE",,  50.824474,   4.346856,,,0,
6078,,"LOMBARDIE",,  50.824336,   4.347222,,,0,
6082,,"LUTHER",,  50.849327,   4.385650,,,0,
6097B,,"PRINC. CLEMENTINE",,  50.875478,   4.353792,,,0,
6099,,"AVENUE DU ROI",,  50.831452,   4.334500,,,0,
6100,,"MOORSLEDE",,  50.877572,   4.351034,,,0,
6103,,"JULES DE TROOZ",,  50.871388,   4.360953,,,0,
6103F,,"JULES DE TROOZ",,  50.871379,   4.360925,,,0,
6106,,"BETHLEEM",,  50.830132,   4.337425,,,0,
6109,,"MORIS",,  50.824156,   4.350302,,,0,
6112,,"FLAGEY",,  50.828284,   4.372031,,,0,
6113F,,"GERMOIR",,  50.829955,   4.379824,,,0,
6114F,,"EGLISE ST-ANTOINE",,  50.829892,   4.386637,,,0,
6117,,"PLACE ST-PIERRE",,  50.837270,   4.396066,,,0,
6120,,"DAUTZENBERG",,  50.827628,   4.367290,,,0,
6121F,,"GUILLAUME TELL",,  50.828128,   4.341869,,,0,
6122,,"PRINC. CLEMENTINE",,  50.877132,   4.353791,,,0,
6123,,"MASUI",,  50.868871,   4.362104,,,0,
6124,,"OUTRE-PONTS",,  50.873726,   4.359092,,,0,
6153,,"PLACE ST-PIERRE",,  50.837081,   4.395711,,,0,
6155F,,"LA CHASSE",,  50.830431,   4.389192,,,0,
6156F,,"EGLISE ST-ANTOINE",,  50.829852,   4.386154,,,0,
6157F,,"GERMOIR",,  50.829919,   4.379554,,,0,
6158,,"LEVURE",,  50.828028,   4.375196,,,0,
6158H,,"LEVURE",,  50.828028,   4.375196,,,0,
6162,,"MORIS",,  50.824363,   4.350784,,,0,
6165,,"GUILLAUME TELL",,  50.828712,   4.340733,,,0,
6166,,"BETHLEEM",,  50.829907,   4.338050,,,0,
6168,,"JULES DE TROOZ",,  50.871633,   4.360831,,,0,
6168F,,"JULES DE TROOZ",,  50.871623,   4.360837,,,0,
6171,,"MOORSLEDE",,  50.877518,   4.350310,,,0,
6173,,"PRINCE LEOPOLD",,  50.883144,   4.341753,,,0,
6174B,,"PRINC. CLEMENTINE",,  50.876999,   4.354656,,,0,
6174F,,"PRINC. CLEMENTINE",,  50.876997,   4.354658,,,0,
6175,,"AVENUE DU ROI",,  50.831830,   4.333762,,,0,
6177,,"THOMAS",,  50.867047,   4.363752,,,0,
6178,,"MASUI",,  50.869168,   4.362516,,,0,
6179,,"MASUI",,  50.868934,   4.362772,,,0,
6190,,"BRABANCONNE",,  50.852119,   4.387783,,,0,
6191,,"BRABANCONNE",,  50.851759,   4.387243,,,0,
6201F,,"LEFRANCQ",,  50.861404,   4.368416,,,0,
6202,,"ROBIANO",,  50.860790,   4.371323,,,0,
6203,,"COTEAUX",,  50.859495,   4.377218,,,0,
6203F,,"COTEAUX",,  50.859495,   4.377218,,,0,
6204,,"PATRIE",,  50.856230,   4.391249,,,0,
6209,,"BERKENDAEL",,  50.818079,   4.346047,,,0,
6210,,"BIENFAITEURS",,  50.857715,   4.383779,,,0,
6214,,"PATRIE",,  50.856167,   4.391746,,,0,
6253,,"BERKENDAEL",,  50.817656,   4.346160,,,0,
6258,,"PATRIE",,  50.856734,   4.391036,,,0,
6260F,,"LEFRANCQ",,  50.861626,   4.367787,,,0,
6302,,"EENENS",,  50.868269,   4.375472,,,0,
6303,,"POGGE",,  50.866390,   4.375017,,,0,
6304,,"EGLISE ST-SERVAIS",,  50.864062,   4.373326,,,0,
6308,,"CONGRES",,  50.850416,   4.364237,,,0,
6308F,,"CONGRES",,  50.850416,   4.364237,,,0,
6309F,,"PARC",,  50.846991,   4.362448,,,0,
6310F,,"PALAIS",,  50.843692,   4.360730,,,0,
6311,,"ROYALE",,  50.841354,   4.358146,,,0,
6312,,"PETIT SABLON",,  50.840141,   4.356386,,,0,
6313,,"POELAERT",,  50.837012,   4.353406,,,0,
6314,,"LOUISE",,  50.835673,   4.355167,,,0,
6351,,"LOUISE",,  50.835888,   4.355039,,,0,
6352,,"POELAERT",,  50.837219,   4.353264,,,0,
6353,,"PETIT SABLON",,  50.839354,   4.355459,,,0,
6353F,,"PETIT SABLON",,  50.839637,   4.355804,,,0,
6354,,"ROYALE",,  50.841561,   4.358516,,,0,
6354B,,"ROYALE",,  50.841545,   4.358548,,,0,
6355,,"PALAIS",,  50.843827,   4.360929,,,0,
6355F,,"PALAIS",,  50.843979,   4.360943,,,0,
6356,,"PARC",,  50.846613,   4.362363,,,0,
6356F,,"PARC",,  50.846685,   4.362363,,,0,
6357,,"CONGRES",,  50.850677,   4.364478,,,0,
6357F,,"CONGRES",,  50.850686,   4.364435,,,0,
6359,,"GILLON",,  50.855891,   4.367190,,,0,
6359F,,"GILLON",,  50.856062,   4.367219,,,0,
6361,,"LOUISE",,  50.835888,   4.355039,,,0,
6363,,"EGLISE ST-SERVAIS",,  50.864260,   4.373511,,,0,
6364,,"POGGE",,  50.866606,   4.375486,,,0,
6365,,"EENENS",,  50.868611,   4.374847,,,0,
6368C,,"VAN PRAET",,  50.881178,   4.373783,,,0,
6369,,"MERIDIEN",,  50.856808,   4.369349,,,0,
6370,,"VAN PRAET",,  50.881383,   4.374005,,,0,
6406,,"LEPOUTRE",,  50.819878,   4.359400,,,0,
6408,,"LEPOUTRE",,  50.819959,   4.359159,,,0,
6409F,,"SAINTE-MARIE",,  50.858974,   4.369732,,,0,
6410,,"SAINTE-MARIE",,  50.858169,   4.368372,,,0,
6411,,"SAINTE-MARIE",,  50.858093,   4.368113,,,0,
6412F,,"SAINTE-MARIE",,  50.858048,   4.368170,,,0,
6413F,,"SAINTE-MARIE",,  50.859442,   4.368170,,,0,
6416,,"ROBIANO",,  50.860080,   4.371124,,,0,
6416F,,"ROBIANO",,  50.860089,   4.371153,,,0,
6418,,"ROBIANO",,  50.860305,   4.371337,,,0,
6418F,,"ROBIANO",,  50.860394,   4.371380,,,0,
6419F,,"ROBIANO",,  50.860979,   4.370727,,,0,
6420G,,"VANDERKINDERE",,  50.814339,   4.348376,,,0,
6421F,,"VANDERKINDERE",,  50.813378,   4.348149,,,0,
6422F,,"VANDERKINDERE",,  50.813198,   4.348560,,,0,
6423F,,"VANDERKINDERE",,  50.812915,   4.347440,,,0,
6424F,,"VANDERKINDERE",,  50.814348,   4.347510,,,0,
6425F,,"JANSON",,  50.825541,   4.355141,,,0,
6427F,,"JANSON",,  50.825451,   4.354346,,,0,
6428,,"JANSON",,  50.825964,   4.354644,,,0,
6428F,,"JANSON",,  50.825784,   4.354601,,,0,
6430,,"JANSON",,  50.826009,   4.354786,,,0,
6430F,,"JANSON",,  50.826144,   4.354828,,,0,
6432,,"TRONE",,  50.840537,   4.366324,,,0,
6433,,"TRONE",,  50.840303,   4.367119,,,0,
6434F,,"BOTANIQUE",,  50.853704,   4.365987,,,0,
6435,,"BOTANIQUE",,  50.853536,   4.366082,,,0,
6436,,"BOTANIQUE",,  50.853104,   4.366154,,,0,
6437F,,"BOTANIQUE",,  50.853365,   4.365756,,,0,
6438,,"BOTANIQUE",,  50.853715,   4.365770,,,0,
6439,,"MONTANA",,  50.799589,   4.376795,,,0,
6440,,"MONTANA",,  50.799580,   4.376341,,,0,
6442,,"GARE CENTRALE",,  50.846496,   4.359381,,,0,
6443,,"GARE CENTRALE",,  50.845966,   4.358089,,,0,
6444,,"GARE CENTRALE",,  50.845930,   4.357791,,,0,
6445,,"GARE CENTRALE",,  50.845858,   4.357294,,,0,
6447,,"GARE CENTRALE",,  50.845894,   4.357010,,,0,
6448,,"DIAMANT",,  50.849530,   4.402407,,,0,
6449,,"DIAMANT",,  50.848712,   4.401753,,,0,
6450,,"DIAMANT",,  50.848802,   4.401668,,,0,
6451,,"DIAMANT",,  50.849117,   4.401611,,,0,
6453,,"WASHINGTON",,  50.821838,   4.362820,,,0,
6454,,"DIAMANT",,  50.849234,   4.401540,,,0,
6456F,,"PRINC. ELISABETH",,  50.873267,   4.377632,,,0,
6457F,,"PRINC. ELISABETH",,  50.872997,   4.378115,,,0,
6459,,"PRINC. ELISABETH",,  50.873132,   4.376993,,,0,
6459F,,"PRINC. ELISABETH",,  50.873141,   4.376964,,,0,
6461,,"PRINC. ELISABETH",,  50.873006,   4.376723,,,0,
6461F,,"PRINC. ELISABETH",,  50.873051,   4.376794,,,0,
6462F,,"MERODE",,  50.839301,   4.399631,,,0,
6463F,,"MERODE",,  50.839184,   4.399971,,,0,
6464,,"MAELBEEK",,  50.843737,   4.378322,,,0,
6465,,"MAELBEEK",,  50.843551,   4.378072,,,0,
6468,,"DEMEY",,  50.813187,   4.422657,,,0,
6469,,"DEMEY",,  50.812620,   4.423124,,,0,
6471,,"ETANGS NOIRS",,  50.857234,   4.332479,,,0,
6472,,"THIEFFRY",,  50.832945,   4.401798,,,0,
6473,,"THIEFFRY",,  50.832846,   4.401926,,,0,
6476,,"TOMBERG",,  50.842824,   4.424807,,,0,
6477,,"TOMBERG",,  50.842932,   4.425034,,,0,
6481,,"ROI BAUDOUIN",,  50.896840,   4.329706,,,0,
6482,,"ROI BAUDOUIN",,  50.896813,   4.329876,,,0,
6483B,,"VEEWEYDE",,  50.830337,   4.301111,,,0,
6484B,,"VEEWEYDE",,  50.829745,   4.300692,,,0,
6601,,"LEMONNIER",,  50.840381,   4.340599,,,0,64
6604F,,"PORTE DE FLANDRE",,  50.853991,   4.342195,,,0,
6606,,"YPRES",,  50.855491,   4.346631,,,0,
6607,,"YSER",,  50.857741,   4.348783,,,0,
6608G,,"ARTS ET METIERS",,  50.847997,   4.337780,,,0,
6648,,"TRIANGLE",,  50.850009,   4.334997,,,0,
6648F,,"TRIANGLE",,  50.850009,   4.334997,,,0,
6649F,,"PORTE DE NINOVE",,  50.850667,   4.338989,,,0,
6650G,,"ARTS ET METIERS",,  50.847602,   4.337914,,,0,
6651,,"YSER",,  50.857525,   4.348670,,,0,
6652,,"YPRES",,  50.855619,   4.346114,,,0,
6653F,,"PORTE DE NINOVE",,  50.850353,   4.338531,,,0,
6654F,,"PORTE DE FLANDRE",,  50.853685,   4.341809,,,0,
6657,,"LEMONNIER",,  50.840048,   4.340684,,,0,64
6659F,,"PTE D'ANDERLECHT",,  50.844281,   4.339209,,,0,
6702,,"BORNE",,  50.855455,   4.335193,,,0,
6705F,,"BARA",,  50.838915,   4.337476,,,0,
6706,,"SAVONNERIE",,  50.853179,   4.331389,,,0,
6754,,"BORNE",,  50.854151,   4.335549,,,0,
6755,,"COMTE DE FLANDRE",,  50.856013,   4.338104,,,0,
6792F,,"VAN BEETHOVEN",,  50.828862,   4.292786,,,0,
6799F,,"VAN BEETHOVEN",,  50.828646,   4.292417,,,0,
6800,,"GARE DE JETTE",,  50.880228,   4.330089,,,0,
6800F,,"GARE DE JETTE",,  50.880237,   4.330089,,,0,
6803F,,"LENOIR",,  50.876767,   4.328131,,,0,
6804F,,"PLACE R. ASTRID",,  50.873287,   4.325704,,,0,
6805F,,"BROUSTIN",,  50.867911,   4.326561,,,0,
6808G,,"CONSEIL",,  50.839317,   4.329540,,,0,
6809,,"DOUVRES",,  50.836065,   4.313969,,,0,
6809F,,"DOUVRES",,  50.836065,   4.313969,,,0,
6810,,"MEIR",,  50.832679,   4.301780,,,0,
6811,,"YSAYE",,  50.830780,   4.297495,,,0,
6812,,"MEIR",,  50.832679,   4.301780,,,0,
6856,,"YSAYE",,  50.830357,   4.296602,,,0,
6856B,,"YSAYE",,  50.830357,   4.296602,,,0,
6857,,"MEIR",,  50.832599,   4.302702,,,0,
6858C,,"DOUVRES",,  50.836115,   4.314685,,,0,
6858G,,"DOUVRES",,  50.836111,   4.314678,,,0,
6860G,,"CONSEIL",,  50.839137,   4.329838,,,0,
6864F,,"BROUSTIN",,  50.868309,   4.326364,,,0,
6865F,,"MIROIR",,  50.871221,   4.324418,,,0,
6866F,,"PLACE R. ASTRID",,  50.873630,   4.326041,,,0,
6867F,,"LENOIR",,  50.876560,   4.328088,,,0,
6869,,"GARE DE JETTE",,  50.880128,   4.330471,,,0,
6869G,,"GARE DE JETTE",,  50.880128,   4.330471,,,0,
6931B,,"GARE DE SAINT-JOB",,  50.794483,   4.362255,,,0,
6931H,,"GARE DE SAINT-JOB",,  50.794465,   4.362270,,,0,
6934F,,"FORT-JACO",,  50.789620,   4.373829,,,0,
6956B,,"GARE DE SAINT-JOB",,  50.794411,   4.361518,,,0,
6956H,,"GARE DE SAINT-JOB",,  50.794411,   4.361518,,,0,
7290,,"PORTE DE NINOVE",,  50.849316,   4.337523,,,0,
7412,,"PETILLON",,  50.829447,   4.403116,,,0,
7501,,"HIPPODROME",,  50.849518,   4.505344,,,0,
7671,,"EDDY MERCKX",,  50.816611,   4.281609,,,0,
7672,,"ERASME",,  50.815267,   4.265663,,,0,
7673,,"ERASME",,  50.815235,   4.264272,,,0,
7674,,"ERASME",,  50.815043,   4.266316,,,0,
7675,,"EDDY MERCKX",,  50.816360,   4.282202,,,0,
7680,,"DIAMANT",,  50.849097,   4.402019,,,0,
7715,,"STOCKEL",,  50.840322,   4.465208,,,0,
7729B,,"EDDY MERCKX",,  50.817028,   4.278602,,,0,
7730,,"EDDY MERCKX",,  50.816904,   4.279004,,,0,
7731,,"ARTS ET METIERS",,  50.847467,   4.337632,,,0,
7732,,"ARTS ET METIERS",,  50.847393,   4.338358,,,0,
7733,,"PTE D'ANDERLECHT",,  50.844969,   4.338372,,,0,
7734,,"LEMONNIER",,  50.840349,   4.340046,,,0,
7752,,"JACQUES BREL",,  50.842541,   4.317401,,,0,
7753,,"AUMALE",,  50.839661,   4.312403,,,0,
7754,,"BIZET",,  50.825168,   4.297461,,,0,
7755,,"LA ROUE",,  50.820754,   4.293579,,,0,
7756,,"CERIA",,  50.816255,   4.290590,,,0,
7757,,"LA ROUE",,  50.820839,   4.293811,,,0,
7758,,"BIZET",,  50.825135,   4.297504,,,0,
7759,,"AUMALE",,  50.839787,   4.312758,,,0,
7760,,"JACQUES BREL",,  50.842576,   4.317552,,,0,
7792,,"BAN-EIK",,  50.842759,   4.504061,,,0,
7793,,"TER MEEREN",,  50.845191,   4.500234,,,0,
7794,,"RUISSEAU",,  50.846829,   4.489589,,,0,
7795,,"LOUIS MARCELIS",,  50.847726,   4.483343,,,0,
7796,,"BEL-AIR",,  50.846228,   4.479691,,,0,
7821,,"BEL-AIR",,  50.846336,   4.479691,,,0,
7830,,"TER MEEREN",,  50.849905,   4.505075,,,0,
7831,,"STOCKEL",,  50.841207,   4.465240,,,0,
7832,,"STOCKEL",,  50.841080,   4.465552,,,0,
7883,,"GUILL. DE GREEF",,  50.883327,   4.335375,,,0,
7899,,"LEMONNIER",,  50.840458,   4.340812,,,0,
7966,,"BOILEAU",,  50.832117,   4.404452,,,0,
7967,,"BOILEAU",,  50.831155,   4.404679,,,0,
7968,,"PETILLON",,  50.829555,   4.402350,,,0,
8011,,"DE BROUCKERE",,  50.850095,   4.352165,,,0,15
8012,,"DE BROUCKERE",,  50.849821,   4.352486,,,0,15
0010115,,"4 - Boulevard Anspach",,  50.850262,   4.351740,,,2,15
0010215,,"2 - Place De Brouckère",,  50.851997,   4.353216,,,2,15
0010315,,"3 - Place De Brouckère",,  50.851161,   4.352890,,,2,15
0010415,,"1 - Place De Brouckère",,  50.851404,   4.352492,,,2,15
8021,,"GARE CENTRALE",,  50.846679,   4.358551,,,0,16
8022,,"GARE CENTRALE",,  50.846349,   4.358776,,,0,16
0020116,,"1 - Putterie",,  50.846092,   4.358117,,,2,16
0020216,,"2 - Rue des Colonies",,  50.846496,   4.359040,,,2,16
0020316,,"3 - Rue des Colonies",,  50.846263,   4.359026,,,2,16
0020416,,"3 - Rue des Colonies",,  50.846236,   4.358926,,,2,16
0020516,,"5 - Rue Montagne du Parc",,  50.846029,   4.359338,,,2,16
0020616,,"6 - Putterie",,  50.845867,   4.358373,,,2,16
8031,,"PARC",,  50.845628,   4.362431,,,0,17
8032,,"PARC",,  50.845688,   4.362979,,,0,17
0030117,,"1 - Rue Royale",,  50.846631,   4.362561,,,2,17
8041,,"ARTS-LOI",,  50.845476,   4.369121,,,0,18
8042,,"ARTS-LOI",,  50.845333,   4.369620,,,0,18
0040118,,"1 - Rue de la Loi",,  50.845544,   4.368085,,,2,18
0040218,,"2 - Rue de la Loi",,  50.845796,   4.368071,,,2,18
0040318,,"3 - Avenue des Arts",,  50.845751,   4.369150,,,2,18
0040418,,"4 - Avenue des Arts",,  50.845256,   4.368951,,,2,18
0040518,,"5 - Boulevard du Régent",,  50.845912,   4.368667,,,2,18
0040618,,"6 - Boulevard du Régent",,  50.845427,   4.368411,,,2,18
8051,,"MAELBEEK",,  50.843790,   4.377084,,,0,19
8052,,"MAELBEEK",,  50.843654,   4.377588,,,0,19
0050119,,"1 - Chaussée d'Etterbeek",,  50.843571,   4.378137,,,2,19
0050219,,"2 - Rue de la Loi",,  50.843836,   4.376348,,,2,19
0050319,,"3 - Rue de la Loi",,  50.843871,   4.377853,,,2,19
0050419,,"4 - Rue Joseph II",,  50.844761,   4.376391,,,2,19
0050519,,"5 - Rue de la Loi",,  50.844078,   4.376476,,,2,19
8061,,"SCHUMAN",,  50.842972,   4.380974,,,0,20
8062,,"SCHUMAN",,  50.842756,   4.381829,,,0,20
0060120,,"1 - Rue de la Loi",,  50.842819,   4.380707,,,2,20
0060420,,"3 - Rond-point Schuman",,  50.842738,   4.383234,,,2,20
0060520,,"2 - Rond-point Schuman",,  50.842325,   4.383064,,,2,20
8071,,"MERODE",,  50.839534,   4.397696,,,0,21
8072,,"MERODE",,  50.839364,   4.398281,,,0,21
0070121,,"1 - Avenue de l'Yser",,  50.839787,   4.397885,,,2,21
0070221,,"2 - Avenue de Tervuren",,  50.839517,   4.398751,,,2,21
0070321,,"3 - Avenue des Celtes",,  50.839148,   4.398296,,,2,21
0070421,,"4 - Avenue des Gaulois",,  50.839212,   4.397586,,,2,21
0070521,,"7 - Square Princesse Jean de Mérode",,  50.839400,   4.399432,,,2,21
0070621,,"8 - Rue des Tongres",,  50.838636,   4.399645,,,2,21
8081,,"MONTGOMERY",,  50.837822,   4.407364,,,0,37
0080137,,"1 - Square Maréchal Montgomery",,  50.837590,   4.408772,,,2,37
0080237,,"2 - Boulevard Saint-Michel",,  50.836880,   4.407977,,,2,37
0080337,,"3 - Square Maréchal Montgomery",,  50.837150,   4.406756,,,2,37
0080437,,"4 - Avenue de Tervuren",,  50.837986,   4.406459,,,2,37
0080537,,"5 - Boulevard Brand Whitlock",,  50.838076,   4.408290,,,2,37
8082,,"MONTGOMERY",,  50.837806,   4.407955,,,0,37
8091,,"JOSEPH.-CHARLOTTE",,  50.840366,   4.413792,,,0,36
0090136,,"1 - Square Joséphine-Charlotte",,  50.839998,   4.412977,,,2,36
0090236,,"2 - Avenue de Woluwe-St-Lambert",,  50.840483,   4.413659,,,2,36
0090336,,"3 - Avenue de Broqueville",,  50.840195,   4.413871,,,2,36
8092,,"JOSEPH.-CHARLOTTE",,  50.840527,   4.414051,,,0,36
8101,,"GRIBAUMONT",,  50.842506,   4.418288,,,0,35
0100135,,"1 - Avenue du Roi Chevalier",,  50.842549,   4.417636,,,2,35
0100235,,"1 - Avenue du Roi Chevalier",,  50.842737,   4.418133,,,2,35
0100335,,"2 - Avenue du Roi Chevalier",,  50.842252,   4.418048,,,2,35
0100435,,"3 - Avenue Gribaumont",,  50.842261,   4.417607,,,2,35
0100535,,"4 - Avenue Gribaumont",,  50.842666,   4.417736,,,2,35
8102,,"GRIBAUMONT",,  50.842594,   4.418967,,,0,35
8111,,"TOMBERG",,  50.844316,   4.425819,,,0,34
0110134,,"1 - Avenue Paul Hymans",,  50.843642,   4.424822,,,2,34
0110234,,"2 - Avenue Paul Hymans",,  50.844739,   4.425831,,,2,34
0110334,,"3 - Place du Tomberg",,  50.844082,   4.426611,,,2,34
0110434,,"4 - Place du Tomberg",,  50.843588,   4.425517,,,2,34
8112,,"TOMBERG",,  50.844833,   4.426369,,,0,34
8121,,"ROODEBEEK",,  50.847530,   4.435656,,,0,33
0120133,,"1 - Parking Roodebeek",,  50.847790,   4.435917,,,2,33
0120233,,"2 - Avenue Paul Hymans",,  50.847897,   4.437521,,,2,33
0120333,,"3 - Avenue Paul Hymans",,  50.847609,   4.437833,,,2,33
0120433,,"4 - Woluwe Shopping Center",,  50.847716,   4.438515,,,2,33
0120533,,"5 - Avenue Paul Hymans",,  50.847197,   4.434950,,,2,33
0120633,,"6 - Avenue Paul Hymans",,  50.847413,   4.434326,,,2,33
8122,,"ROODEBEEK",,  50.847552,   4.436102,,,0,33
8131,,"VANDERVELDE",,  50.847387,   4.446705,,,0,32
0130132,,"1 - Avenue Emile Vandervelde",,  50.847692,   4.448526,,,2,32
0130232,,"2 - Avenue Emile Vandervelde",,  50.847342,   4.447815,,,2,32
8132,,"VANDERVELDE",,  50.847439,   4.447303,,,0,32
8141,,"ALMA",,  50.849880,   4.453149,,,0,31
0140131,,"3 - Place de l'Alma",,  50.849837,   4.453727,,,2,31
0140231,,"2 - Place de la Vecquée",,  50.849909,   4.452832,,,2,31
8142,,"ALMA",,  50.849991,   4.453400,,,0,31
8151,,"CRAINHEM",,  50.848796,   4.458719,,,0,30
0150130,,"1 - Avenue de Wezembeek",,  50.848781,   4.458723,,,2,30
8152,,"CRAINHEM",,  50.848478,   4.458929,,,0,30
8161,,"STOCKEL",,  50.841872,   4.464541,,,0,29
0160129,,"1 - Square Stockel",,  50.841432,   4.464686,,,2,29
0160229,,"2 - Rue Dominique De Jonghe",,  50.842592,   4.463780,,,2,29
8162,,"STOCKEL",,  50.841855,   4.464405,,,0,29
8201,,"THIEFFRY",,  50.833690,   4.401677,,,0,22
8202,,"THIEFFRY",,  50.833128,   4.401864,,,0,22
0200122,,"1 - Pont Fernand Demany",,  50.833089,   4.401756,,,2,22
0200222,,"2 - Pont Fernand Demany",,  50.832738,   4.402125,,,2,22
8211,,"PETILLON",,  50.827929,   4.403859,,,0,23
8212,,"PETILLON",,  50.827461,   4.403987,,,0,23
0210123,,"1 - Avenue des Volontaires",,  50.827209,   4.404094,,,2,23
0210223,,"2 - Boulevard Louis Schimdt",,  50.829510,   4.403120,,,2,23
8221,,"HANKAR",,  50.821592,   4.405618,,,0,24
8222,,"HANKAR",,  50.820888,   4.405382,,,0,24
0220124,,"1 - Chaussée de Wavre",,  50.821571,   4.405767,,,2,24
0220224,,"2 - Chaussée de Wavre",,  50.821746,   4.405347,,,2,24
0220324,,"3 - Chaussée de Wavre",,  50.821949,   4.405622,,,2,24
8231,,"DELTA",,  50.818685,   4.404406,,,0,25
8232,,"DELTA",,  50.818202,   4.404056,,,0,25
0230125,,"1 - Parking Delta",,  50.817405,   4.405234,,,2,25
0230225,,"2 - Boulevard du Triomphe",,  50.818579,   4.402640,,,2,25
0230325,,"3 - Boulevard des Invalides",,  50.818435,   4.404655,,,2,25
0230425,,"4 - Rue Jules Cockx",,  50.817877,   4.404314,,,2,25
8241,,"BEAULIEU",,  50.815128,   4.409347,,,0,26
8242,,"BEAULIEU",,  50.815050,   4.409977,,,0,26
0240126,,"1 - Rue Jules Cockx",,  50.815143,   4.409264,,,2,26
0240226,,"2 - Rue Jules Cockx",,  50.815251,   4.408625,,,2,26
0240326,,"3 - Avenue des Meuniers",,  50.815107,   4.410413,,,2,26
0240426,,"4 - Avenue des Meuniers",,  50.814990,   4.410427,,,2,26
0240526,,"5 - Rue Jules Cockx",,  50.815116,   4.408654,,,2,26
8251,,"DEMEY",,  50.813545,   4.421005,,,0,27
8252,,"DEMEY",,  50.813192,   4.421920,,,0,27
0250127,,"1 - Avenue E.Van Nieuwenhuyse",,  50.813692,   4.419436,,,2,27
0250227,,"2 - Avenue Louis Dehoux",,  50.814051,   4.420629,,,2,27
0250327,,"3 - Avenue Louis Dehoux",,  50.813331,   4.422501,,,2,27
0250427,,"4 - Avenue Louis Dehoux",,  50.813385,   4.422416,,,2,27
0250527,,"5 - Avenue E.Van Nieuwenhuyse",,  50.812954,   4.421422,,,2,27
8261,,"HERRMANN-DEBROUX",,  50.812195,   4.428503,,,0,28
8262,,"HERRMANN-DEBROUX",,  50.812243,   4.429236,,,0,28
